Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A3048,Data Analytcis Course,174.0,5864.0,190.45,26.0,5.0,0.045,1508.0,2024-11-27,HYDERABAD,mobile,data anaytics training,0.029672578444747612,1.0945402298850575,32.47783083219645,0.028735632183908046,7.918088737201366
A3049,Data Analytcis Course,168.0,5114.0,186.75,10.0,3.0,0.018,1530.0,2024-11-18,HYDERABAD,desktop,online data analytic,0.032850997262416894,1.1116071428571428,36.51740320688306,0.017857142857142856,8.19277108433735
A3050,Data Analytcis Course,117.0,5658.0,191.48,13.0,3.0,0.032,1779.0,2024-11-25,HYDERABAD,mobile,learn data analytics,0.020678685047720042,1.6365811965811965,33.84234711912337,0.02564102564102564,9.290787549613537
A3051,Data Analytcis Course,187.0,4876.0,192.2,16.0,5.0,0.027,1396.0,2024-11-09,HYDERABAD,tablet,analytics for data,0.038351107465135356,1.027807486631016,39.41755537325677,0.026737967914438502,7.263267429760666
A3052,Data Analytcis Course,,5139.0,212.2,20.0,10.0,,1613.0,,HYDERABAD,tablet,online data analytic,,,41.29208017123954,,7.601319509896324
A3053,Data Analytcis Course,,5470.0,210.97,,7.0,,1928.0,2024-11-21,HYDERABAD,desktop,data analitics online,,,38.56855575868373,,9.138740105228232
A3054,Data Analytcis Course,112.0,5143.0,242.96,18.0,3.0,0.027,1029.0,,HYDERABAD,mobile,data anaytics training,0.02177717285630955,2.1692857142857145,47.240909974722925,0.026785714285714284,4.2352650642081
A3055,Data Analytcis Course,124.0,,209.92,15.0,4.0,0.032,,2024-11-25,HYDERABAD,desktop,data analitics online,,1.6929032258064516,,0.03225806451612903,
A3056,Data Analytcis Course,132.0,4769.0,236.41,15.0,4.0,0.03,,,HYDERABAD,tablet,analytics for data,0.027678758649612077,1.7909848484848485,49.572237366324174,0.030303030303030304,
A3057,Data Analytcis Course,167.0,3366.0,213.02,28.0,4.0,0.059,1159.0,2024-11-14,HYDERABAD,mobile,data analytics course,0.04961378490790255,1.275568862275449,63.28579916815211,0.023952095808383235,5.440803680405596
A3058,Data Analytcis Course,165.0,5228.0,199.73,27.0,3.0,0.04,1829.0,,HYDERABAD,mobile,analytics for data,0.031560826319816375,1.2104848484848485,38.20390206579954,0.01818181818181818,9.157362439293045
A3059,Data Analytcis Course,108.0,4266.0,220.02,24.0,5.0,,1282.0,,HYDERABAD,mobile,data anaytics training,0.02531645569620253,2.0372222222222223,51.57524613220816,0.046296296296296294,5.826743023361512
A3060,Data Analytcis Course,182.0,5102.0,226.22,16.0,10.0,0.06,1600.0,,HYDERABAD,mobile,data analytics course,0.03567228537828303,1.242967032967033,44.33947471579772,0.054945054945054944,7.07276102908673
A3061,Data Analytcis Course,91.0,3787.0,226.17,26.0,8.0,0.088,1493.0,,HYDERABAD,tablet,data analytics course,0.024029574861367836,2.485384615384615,59.72273567467652,0.08791208791208792,6.601229163903259
A3062,Data Analytcis Course,194.0,4598.0,233.86,25.0,4.0,,1565.0,,HYDERABAD,tablet,data analitics online,0.04219225750326229,1.2054639175257733,50.86124401913876,0.020618556701030927,6.6920379714359015
A3063,Data Analytcis Course,189.0,5404.0,218.41,17.0,10.0,0.053,1418.0,2024-11-24,HYDERABAD,mobile,learn data analytics,0.034974093264248704,1.1556084656084655,40.416358253145816,0.05291005291005291,6.492376722677533
A3064,Data Analytcis Course,85.0,4432.0,214.79,22.0,7.0,0.082,1262.0,,HYDERABAD,tablet,data analitics online,0.01917870036101083,2.5269411764705882,48.463447653429604,0.08235294117647059,5.87550630848736
A3065,Data Analytcis Course,162.0,4016.0,224.48,28.0,10.0,0.041,1060.0,,HYDERABAD,mobile,data anaytics training,0.04033864541832669,1.385679012345679,55.89641434262948,0.06172839506172839,4.722024233784747
A3066,Data Analytcis Course,,5379.0,248.46,28.0,5.0,,1881.0,,HYDERABAD,desktop,online data analytic,,,46.19074177356386,,7.570635112291717
A3067,Data Analytcis Course,88.0,5093.0,222.28,13.0,9.0,0.05,1185.0,,HYDERABAD,desktop,online data analytic,0.017278617710583154,2.525909090909091,43.64421755350481,0.10227272727272728,5.3311139103833005
A3068,Data Analytcis Course,121.0,5092.0,219.15,21.0,6.0,0.05,1864.0,2024-11-04,HYDERABAD,desktop,analytics for data,0.02376276512175962,1.8111570247933886,43.03809897879026,0.049586776859504134,8.505589778690394
A3069,Data Analytcis Course,81.0,3015.0,218.69,10.0,7.0,0.086,1550.0,2024-11-27,HYDERABAD,desktop,learn data analytics,0.026865671641791045,2.6998765432098764,72.53399668325042,0.08641975308641975,7.087658329141708
A3070,Data Analytcis Course,125.0,3745.0,206.93,24.0,3.0,0.024,1619.0,,HYDERABAD,tablet,data analytics course,0.03337783711615487,1.65544,55.25500667556742,0.024,7.823901802541922
A3071,Data Analytcis Course,188.0,5046.0,202.52,18.0,10.0,0.06,1625.0,2024-11-05,HYDERABAD,tablet,online data analytic,0.0372572334522394,1.0772340425531914,40.13476020610385,0.05319148936170213,8.023898874185265
A3072,Data Analytcis Course,99.0,4032.0,186.45,19.0,5.0,,1074.0,,HYDERABAD,desktop,data analytics course,0.024553571428571428,1.8833333333333333,46.24255952380952,0.050505050505050504,5.760257441673371
A3073,Data Analytcis Course,170.0,3879.0,245.0,29.0,,,1202.0,2024-11-26,HYDERABAD,tablet,data analytics course,0.04382572828048466,1.4411764705882353,63.160608404227894,,4.906122448979592
A3074,Data Analytcis Course,105.0,4968.0,188.38,14.0,5.0,,1135.0,,HYDERABAD,tablet,learn data analytics,0.021135265700483092,1.794095238095238,37.91867954911434,0.047619047619047616,6.025055738401104
A3075,Data Analytcis Course,173.0,5872.0,190.3,24.0,5.0,0.029,1953.0,,HYDERABAD,tablet,data analitics online,0.029461852861035424,1.1,32.40803814713897,0.028901734104046242,10.26274303730951
A3076,Data Analytcis Course,186.0,3058.0,230.71,27.0,7.0,0.038,,,HYDERABAD,mobile,analytics for data,0.060824068018312624,1.2403763440860216,75.44473512099411,0.03763440860215054,
A3077,Data Analytcis Course,143.0,3109.0,246.92,22.0,5.0,0.035,1589.0,,HYDERABAD,tablet,learn data analytics,0.0459954969443551,1.7267132867132866,79.42103570279832,0.03496503496503497,6.435282682650252
A3078,Data Analytcis Course,124.0,5415.0,217.55,,4.0,0.032,1258.0,,HYDERABAD,desktop,data analitics online,0.022899353647276084,1.754435483870968,40.17543859649123,0.03225806451612903,5.7825787175361985
A3079,Data Analytcis Course,154.0,5633.0,245.95,29.0,7.0,0.035,1604.0,2024-11-03,HYDERABAD,tablet,learn data analytics,0.027338895792650454,1.597077922077922,43.662346884431024,0.045454545454545456,6.521650742020737
A3080,Data Analytcis Course,85.0,5402.0,191.95,18.0,7.0,0.082,1002.0,,HYDERABAD,desktop,data anaytics training,0.015734912995186968,2.258235294117647,35.53313587560162,0.08235294117647059,5.2201094034904925
A3081,Data Analytcis Course,167.0,4059.0,209.18,17.0,4.0,0.024,1742.0,,HYDERABAD,tablet,learn data analytics,0.04114313870411431,1.2525748502994012,51.53486080315349,0.023952095808383235,8.327755999617555
A3082,Data Analytcis Course,139.0,3172.0,227.83,20.0,10.0,0.072,1130.0,,HYDERABAD,tablet,analytics for data,0.04382093316519546,1.6390647482014389,71.82534678436318,0.07194244604316546,4.959838476056708
A3083,Data Analytcis Course,193.0,5716.0,224.53,19.0,9.0,0.047,1167.0,2024-11-13,HYDERABAD,desktop,online data analytic,0.03376487053883835,1.1633678756476684,39.280965710286914,0.046632124352331605,5.197523716207188
A3084,Data Analytcis Course,127.0,4816.0,245.25,23.0,3.0,0.049,1985.0,,HYDERABAD,tablet,learn data analytics,0.026370431893687707,1.9311023622047243,50.92400332225914,0.023622047244094488,8.093781855249745
A3085,Data Analytcis Course,80.0,3742.0,247.16,,10.0,0.055,1686.0,,HYDERABAD,tablet,analytics for data,0.021378941742383754,3.0895,66.05024051309461,0.125,6.8214921508334685
A3086,Data Analytcis Course,174.0,4469.0,215.98,14.0,8.0,0.046,1619.0,2024-11-07,HYDERABAD,desktop,online data analytic,0.03893488476169165,1.241264367816092,48.32848511971358,0.04597701149425287,7.496064450412075
A3087,Data Analytcis Course,127.0,3454.0,209.19,19.0,10.0,0.058,1937.0,2024-11-05,HYDERABAD,desktop,data anaytics training,0.03676896352055588,1.6471653543307085,60.564562825709324,0.07874015748031496,9.259524833883074
A3088,Data Analytcis Course,151.0,3702.0,245.02,22.0,9.0,0.06,1983.0,,HYDERABAD,tablet,learn data analytics,0.040788762830902214,1.6226490066225165,66.18584548892491,0.059602649006622516,8.093216880254673
A3089,Data Analytcis Course,113.0,4258.0,232.25,16.0,10.0,0.088,1374.0,2024-11-24,HYDERABAD,mobile,online data analytic,0.026538280883043684,2.0553097345132745,54.544387036167215,0.08849557522123894,5.916038751345533
A3090,Data Analytcis Course,159.0,4047.0,205.62,24.0,3.0,0.05,1177.0,,HYDERABAD,tablet,analytics for data,0.039288361749444035,1.2932075471698115,50.80800593031876,0.018867924528301886,5.724151347145219
A3091,Data Analytcis Course,197.0,3319.0,215.83,26.0,10.0,0.051,1342.0,,HYDERABAD,desktop,analytics for data,0.059355227478156074,1.0955837563451778,65.02862307924073,0.050761421319796954,6.217856646434694
A3092,Data Analytcis Course,106.0,5661.0,181.96,17.0,3.0,0.028,1250.0,2024-11-11,HYDERABAD,desktop,data analitics online,0.018724606959901077,1.7166037735849058,32.14273096626038,0.02830188679245283,6.869641679489997
A3093,Data Analytcis Course,143.0,4914.0,222.69,12.0,7.0,0.05,1280.0,,HYDERABAD,desktop,analytics for data,0.0291005291005291,1.5572727272727274,45.317460317460316,0.04895104895104895,5.747900669091562
A3094,Data Analytcis Course,111.0,5382.0,219.59,29.0,5.0,0.032,1464.0,2024-11-25,HYDERABAD,desktop,analytics for data,0.020624303232998884,1.9782882882882884,40.80081753994798,0.04504504504504504,6.666970262762421
A3095,Data Analytcis Course,98.0,5898.0,186.46,20.0,6.0,0.038,,2024-11-09,HYDERABAD,mobile,data analitics online,0.016615801966768397,1.9026530612244898,31.61410647677179,0.061224489795918366,
A3096,Data Analytcis Course,98.0,3967.0,214.51,12.0,5.0,0.051,1180.0,,HYDERABAD,desktop,analytics for data,0.024703806402823294,2.188877551020408,54.073607259894125,0.05102040816326531,5.5009090485292065
A3097,Data Analytcis Course,109.0,3089.0,190.0,,7.0,0.038,1779.0,2024-11-01,HYDERABAD,tablet,data analitics online,0.03528650048559404,1.7431192660550459,61.50857882809971,0.06422018348623854,9.363157894736842
A3098,Data Analytcis Course,168.0,3219.0,193.16,12.0,7.0,0.037,1395.0,,HYDERABAD,mobile,online data analytic,0.0521901211556384,1.1497619047619048,60.00621310966139,0.041666666666666664,7.221992130875958
A3099,Data Analytcis Course,127.0,4039.0,247.92,20.0,8.0,0.063,,2024-11-27,HYDERABAD,mobile,learn data analytics,0.03144342659074028,1.9521259842519685,61.38153008170339,0.06299212598425197,
A3100,Data Analytcis Course,136.0,4051.0,194.29,25.0,5.0,,,,HYDERABAD,tablet,learn data analytics,0.03357195754134781,1.4286029411764705,47.96099728462108,0.03676470588235294,
A3101,Data Analytcis Course,173.0,5270.0,233.33,11.0,7.0,0.04,1783.0,,HYDERABAD,desktop,analytics for data,0.03282732447817837,1.348728323699422,44.27514231499052,0.04046242774566474,7.641537736253374
A3102,Data Analytcis Course,184.0,3239.0,221.33,25.0,10.0,0.054,1557.0,,HYDERABAD,desktop,online data analytic,0.05680765668416178,1.2028804347826088,68.33281877122569,0.05434782608695652,7.034744499164144
A3103,Data Analytcis Course,174.0,4054.0,201.25,15.0,7.0,,1514.0,,HYDERABAD,mobile,learn data analytics,0.04292057227429699,1.1566091954022988,49.64232856438086,0.040229885057471264,7.522981366459628
A3104,Data Analytcis Course,196.0,5448.0,232.55,30.0,8.0,0.041,1694.0,,HYDERABAD,desktop,learn data analytics,0.035976505139500736,1.1864795918367348,42.68538913362703,0.04081632653061224,7.284454955923457
A3105,Data Analytcis Course,193.0,,238.8,20.0,5.0,0.04,1327.0,2024-11-02,HYDERABAD,mobile,data anaytics training,,1.2373056994818654,,0.025906735751295335,5.556951423785595
A3106,Data Analytcis Course,97.0,3937.0,197.37,14.0,10.0,0.103,1160.0,2024-11-22,HYDERABAD,tablet,learn data analytics,0.024638049276098552,2.0347422680412373,50.13208026416053,0.10309278350515463,5.877286315042813
A3107,Data Analytcis Course,128.0,4175.0,200.11,12.0,10.0,0.059,1599.0,2024-11-20,HYDERABAD,desktop,data analitics online,0.03065868263473054,1.563359375,47.93053892215569,0.078125,7.990605167158063
A3108,Data Analytcis Course,143.0,5780.0,237.51,24.0,4.0,0.054,1440.0,,HYDERABAD,mobile,data analitics online,0.024740484429065745,1.660909090909091,41.0916955017301,0.027972027972027972,6.062902614626752
A3109,Data Analytcis Course,,3809.0,202.28,17.0,9.0,0.059,1031.0,2024-11-17,HYDERABAD,desktop,data analytics course,,,53.10580204778157,,5.096895392525212
A3110,Data Analytcis Course,83.0,3684.0,203.47,,,,1805.0,,HYDERABAD,tablet,data analytics course,0.02252985884907709,2.45144578313253,55.23072747014115,,8.8710866466801
A3111,Data Analytcis Course,189.0,3226.0,236.68,14.0,6.0,0.032,1364.0,,HYDERABAD,tablet,analytics for data,0.058586484810911346,1.2522751322751322,73.36639801611904,0.031746031746031744,5.763055602501267
A3112,Data Analytcis Course,165.0,4978.0,180.25,12.0,4.0,0.058,1123.0,,HYDERABAD,tablet,online data analytic,0.03314584170349538,1.0924242424242425,36.2093210124548,0.024242424242424242,6.230235783633842
A3113,Data Analytcis Course,172.0,5041.0,189.31,22.0,10.0,,1645.0,,HYDERABAD,mobile,data anaytics training,0.034120214243205715,1.100639534883721,37.554056734774846,0.05813953488372093,8.68945116475622
A3114,Data Analytcis Course,183.0,4124.0,186.66,24.0,6.0,0.033,1183.0,2024-11-28,HYDERABAD,tablet,data analytics course,0.04437439379243453,1.02,45.261881668283216,0.03278688524590164,6.337726347369549
A3115,Data Analytcis Course,196.0,3143.0,238.22,28.0,7.0,0.036,1234.0,2024-11-08,HYDERABAD,mobile,data analitics online,0.062360801781737196,1.2154081632653062,75.79382755329303,0.03571428571428571,5.1800856351271936
A3116,Data Analytcis Course,98.0,4505.0,209.36,27.0,5.0,,1186.0,,HYDERABAD,tablet,learn data analytics,0.021753607103218647,2.136326530612245,46.47280799112098,0.05102040816326531,5.664883454337026
A3117,Data Analytcis Course,158.0,3736.0,226.99,11.0,8.0,,1606.0,2024-11-29,HYDERABAD,tablet,data anaytics training,0.04229122055674518,1.4366455696202531,60.75749464668095,0.05063291139240506,7.075201550729107
A3118,Data Analytcis Course,104.0,5949.0,216.6,28.0,4.0,0.038,1102.0,,HYDERABAD,mobile,analytics for data,0.0174819297360901,2.082692307692308,36.409480584972265,0.038461538461538464,5.087719298245614
A3119,Data Analytcis Course,84.0,4625.0,226.02,13.0,5.0,,1969.0,,HYDERABAD,desktop,online data analytic,0.01816216216216216,2.690714285714286,48.86918918918919,0.05952380952380952,8.711618440845943
A3120,Data Analytcis Course,128.0,5022.0,188.96,26.0,6.0,0.047,1108.0,2024-11-02,HYDERABAD,mobile,data anaytics training,0.025487853444842692,1.47625,37.626443647949024,0.046875,5.863674851820491
A3121,Data Analytcis Course,99.0,5483.0,180.04,,5.0,0.05,1687.0,,HYDERABAD,desktop,analytics for data,0.018055808863760715,1.8185858585858585,32.836038664964434,0.050505050505050504,9.370139968895801
A3122,Data Analytcis Course,107.0,5491.0,217.98,17.0,10.0,0.093,1480.0,,HYDERABAD,mobile,online data analytic,0.019486432343835368,2.0371962616822428,39.69768712438536,0.09345794392523364,6.789613726029911
A3123,Data Analytcis Course,86.0,4078.0,208.92,26.0,3.0,0.035,1698.0,2024-11-06,HYDERABAD,mobile,data analytics course,0.021088769004413928,2.429302325581395,51.2309955860716,0.03488372093023256,8.127512923607123
A3124,Data Analytcis Course,,3052.0,245.45,24.0,6.0,,1769.0,2024-11-28,HYDERABAD,desktop,data analitics online,,,80.42267365661861,,7.207170503157466
A3125,Data Analytcis Course,88.0,3708.0,225.76,10.0,5.0,0.036,1667.0,,HYDERABAD,tablet,data anaytics training,0.023732470334412083,2.5654545454545454,60.88457389428263,0.056818181818181816,7.383947554925585
A3126,Data Analytcis Course,141.0,5314.0,184.34,29.0,10.0,0.071,1271.0,2024-11-19,HYDERABAD,mobile,online data analytic,0.026533684606699286,1.3073758865248226,34.68949943545352,0.07092198581560284,6.894868178366062
A3127,Data Analytcis Course,193.0,3566.0,212.73,19.0,7.0,0.036,1311.0,2024-11-04,HYDERABAD,desktop,data analitics online,0.05412226584408301,1.1022279792746112,59.65507571508693,0.03626943005181347,6.16274150331406
A3128,Data Analytcis Course,185.0,4839.0,193.99,26.0,6.0,0.032,1492.0,,HYDERABAD,desktop,data anaytics training,0.038231039470965074,1.0485945945945947,40.08886133498657,0.032432432432432434,7.691118098871075
A3129,Data Analytcis Course,117.0,5145.0,244.44,12.0,8.0,0.068,,,HYDERABAD,mobile,data analitics online,0.022740524781341108,2.089230769230769,47.51020408163265,0.06837606837606838,
A3130,Data Analytcis Course,147.0,4371.0,243.04,26.0,9.0,0.061,1776.0,2024-11-18,HYDERABAD,desktop,online data analytic,0.033630748112560054,1.6533333333333333,55.60283687943262,0.061224489795918366,7.307439104674128
A3131,Data Analytcis Course,197.0,5697.0,243.72,13.0,3.0,,1154.0,,HYDERABAD,mobile,learn data analytics,0.03457960329998245,1.2371573604060913,42.78041074249605,0.015228426395939087,4.7349417364188415
A3132,Data Analytcis Course,81.0,3096.0,228.47,22.0,3.0,0.037,1386.0,,HYDERABAD,tablet,analytics for data,0.02616279069767442,2.820617283950617,73.7952196382429,0.037037037037037035,6.066441983630236
A3133,Data Analytcis Course,198.0,4163.0,218.64,11.0,6.0,0.03,1904.0,,HYDERABAD,tablet,learn data analytics,0.04756185443190007,1.1042424242424242,52.519817439346625,0.030303030303030304,8.708379070618369
A3134,Data Analytcis Course,155.0,5150.0,224.6,24.0,7.0,0.039,1146.0,,HYDERABAD,tablet,data analytics course,0.030097087378640777,1.449032258064516,43.6116504854369,0.04516129032258064,5.102404274265361
A3135,Data Analytcis Course,181.0,3948.0,223.51,17.0,4.0,0.057,1075.0,,HYDERABAD,mobile,analytics for data,0.04584599797365755,1.2348618784530385,56.613475177304956,0.022099447513812154,4.809628204554606
A3136,Data Analytcis Course,108.0,3126.0,248.94,12.0,3.0,0.028,1942.0,2024-11-16,HYDERABAD,tablet,analytics for data,0.0345489443378119,2.305,79.63531669865644,0.027777777777777776,7.801076564634048
A3137,Data Analytcis Course,114.0,5551.0,195.44,30.0,5.0,0.044,1255.0,,HYDERABAD,tablet,analytics for data,0.020536840208971358,1.7143859649122808,35.208070617906685,0.043859649122807015,6.421408104789194
A3138,Data Analytcis Course,146.0,5712.0,221.73,26.0,5.0,,1201.0,2024-11-12,HYDERABAD,mobile,analytics for data,0.025560224089635854,1.5186986301369862,38.818277310924366,0.03424657534246575,5.416497542055653
A3139,Data Analytcis Course,89.0,4175.0,194.22,11.0,3.0,0.055,1370.0,2024-11-22,HYDERABAD,desktop,data anaytics training,0.021317365269461076,2.182247191011236,46.51976047904192,0.033707865168539325,7.053856451446813
A3140,Data Analytcis Course,82.0,,,30.0,8.0,0.098,1511.0,,HYDERABAD,desktop,learn data analytics,,,,0.0975609756097561,
A3141,Data Analytcis Course,98.0,5728.0,230.52,14.0,10.0,,1322.0,,HYDERABAD,mobile,data anaytics training,0.017108938547486033,2.3522448979591837,40.24441340782123,0.10204081632653061,5.7348603158077385
A3142,Data Analytcis Course,87.0,3161.0,244.49,24.0,8.0,0.092,1161.0,2024-11-06,HYDERABAD,tablet,data analitics online,0.027522935779816515,2.8102298850574714,77.34577665295792,0.09195402298850575,4.748660476911121
A3143,Data Analytcis Course,146.0,4773.0,248.27,30.0,6.0,0.041,1304.0,2024-11-01,HYDERABAD,tablet,online data analytic,0.030588728263146868,1.7004794520547946,52.015503875968996,0.0410958904109589,5.2523462359527935
A3144,Data Analytcis Course,,3385.0,208.31,25.0,10.0,,1972.0,2024-11-16,HYDERABAD,mobile,analytics for data,,,61.53914327917282,,9.466660265949786
A3145,Data Analytcis Course,122.0,5600.0,223.06,12.0,3.0,0.025,1061.0,2024-11-18,HYDERABAD,tablet,learn data analytics,0.021785714285714287,1.828360655737705,39.832142857142856,0.02459016393442623,4.756567739621627
A3146,Data Analytcis Course,153.0,4218.0,228.36,16.0,7.0,0.046,1178.0,,HYDERABAD,mobile,data analitics online,0.03627311522048364,1.4925490196078433,54.139402560455196,0.0457516339869281,5.158521632510071
A3147,Data Analytcis Course,108.0,3358.0,184.1,28.0,4.0,0.037,1888.0,,HYDERABAD,desktop,analytics for data,0.03216200119118523,1.7046296296296295,54.82430017867778,0.037037037037037035,10.255296034763715
A3148,Data Analytcis Course,147.0,3021.0,200.17,20.0,4.0,0.027,1718.0,,HYDERABAD,mobile,analytics for data,0.04865938430983118,1.3617006802721088,66.2595167163191,0.027210884353741496,8.582704701004147
A3149,Data Analytcis Course,121.0,4477.0,224.77,28.0,10.0,0.083,1604.0,,HYDERABAD,tablet,data analitics online,0.02702702702702703,1.857603305785124,50.2054947509493,0.08264462809917356,7.136183654402277
A3150,Data Analytcis Course,112.0,4073.0,180.24,30.0,4.0,,1628.0,,HYDERABAD,tablet,data anaytics training,0.027498158605450528,1.6092857142857144,44.25239381291431,0.03571428571428571,9.032401242787394
A3151,Data Analytcis Course,127.0,5172.0,204.19,10.0,4.0,0.031,1183.0,,HYDERABAD,mobile,data analitics online,0.024555297757153906,1.6077952755905511,39.479891724671305,0.031496062992125984,5.7936235858759
A3152,Data Analytcis Course,192.0,5896.0,201.18,30.0,9.0,0.05,1589.0,,HYDERABAD,desktop,data analytics course,0.032564450474898234,1.0478125,34.12143826322931,0.046875,7.89839944328462
A3153,Data Analytcis Course,174.0,3427.0,223.77,20.0,7.0,0.036,1293.0,,HYDERABAD,desktop,analytics for data,0.050773271082579514,1.2860344827586208,65.29617741464838,0.040229885057471264,5.778254457702104
A3154,Data Analytcis Course,166.0,4176.0,243.1,16.0,9.0,0.041,1147.0,2024-11-24,HYDERABAD,desktop,learn data analytics,0.03975095785440613,1.4644578313253012,58.21360153256705,0.05421686746987952,4.718222953517071
A3155,Data Analytcis Course,98.0,5835.0,232.82,19.0,6.0,,1989.0,,HYDERABAD,mobile,data analitics online,0.016795201371036846,2.3757142857142854,39.90059982862039,0.061224489795918366,8.543080491366721
A3156,Data Analytcis Course,191.0,5438.0,244.1,19.0,5.0,,1203.0,,HYDERABAD,tablet,learn data analytics,0.03512320706141964,1.2780104712041884,44.887826406767196,0.02617801047120419,4.928308070462925
A3157,Data Analytcis Course,89.0,4936.0,199.91,16.0,4.0,0.059,1543.0,2024-11-14,HYDERABAD,desktop,data analytics course,0.018030794165316045,2.2461797752808987,40.500405186385734,0.0449438202247191,7.718473312990846
A3158,Data Analytcis Course,180.0,3526.0,,15.0,7.0,0.039,1336.0,2024-11-16,HYDERABAD,mobile,online data analytic,0.05104934770277935,,,0.03888888888888889,
A3159,Data Analytcis Course,91.0,5509.0,186.22,29.0,5.0,0.055,1928.0,2024-11-02,HYDERABAD,mobile,learn data analytics,0.016518424396442185,2.0463736263736263,33.80286803412597,0.054945054945054944,10.353345505316293
A3160,Data Analytcis Course,114.0,5748.0,184.76,16.0,8.0,0.07,1490.0,,HYDERABAD,desktop,data analitics online,0.019832985386221295,1.6207017543859648,32.143354210160055,0.07017543859649122,8.064516129032258
A3161,Data Analytcis Course,80.0,5155.0,217.3,28.0,5.0,,1316.0,,HYDERABAD,tablet,data analytics course,0.015518913676042677,2.71625,42.15324927255092,0.0625,6.056143580303727
A3162,Data Analytcis Course,127.0,4537.0,247.11,17.0,7.0,0.043,1451.0,,HYDERABAD,tablet,analytics for data,0.02799206524134891,1.9457480314960631,54.465505840864004,0.05511811023622047,5.871878920318886
A3163,Data Analytcis Course,84.0,5468.0,227.36,13.0,4.0,0.048,1228.0,2024-11-26,HYDERABAD,tablet,data analytics course,0.015362106803218726,2.706666666666667,41.580102414045356,0.047619047619047616,5.40112596762843
A3164,Data Analytcis Course,182.0,4390.0,239.33,11.0,7.0,0.052,1799.0,2024-11-27,HYDERABAD,tablet,data anaytics training,0.04145785876993166,1.3150000000000002,54.51708428246014,0.038461538461538464,7.516817782977478
A3165,Data Analytcis Course,105.0,5883.0,180.07,20.0,4.0,0.038,1586.0,,HYDERABAD,mobile,data analytics course,0.017848036715961243,1.7149523809523808,30.608533061363246,0.0380952380952381,8.807685899927806
A3166,Data Analytcis Course,162.0,3120.0,245.58,30.0,6.0,0.037,1952.0,,HYDERABAD,mobile,data anaytics training,0.051923076923076926,1.515925925925926,78.71153846153847,0.037037037037037035,7.948530010587181
A3167,Data Analytcis Course,118.0,4377.0,219.81,21.0,4.0,0.034,1290.0,,HYDERABAD,desktop,analytics for data,0.02695910440941284,1.8627966101694915,50.21932830705963,0.03389830508474576,5.868704790500887
A3168,Data Analytcis Course,131.0,5719.0,183.69,12.0,7.0,0.053,1555.0,,HYDERABAD,mobile,data anaytics training,0.02290610246546599,1.4022137404580153,32.119251617415635,0.05343511450381679,8.46534922968044
A3169,Data Analytcis Course,116.0,4250.0,186.34,12.0,3.0,0.026,1043.0,2024-11-30,HYDERABAD,desktop,analytics for data,0.027294117647058823,1.6063793103448276,43.84470588235295,0.02586206896551724,5.597295266716754
A3170,Data Analytcis Course,80.0,5648.0,239.26,10.0,6.0,0.075,1005.0,,HYDERABAD,mobile,data analytics course,0.014164305949008499,2.99075,42.36189801699716,0.075,4.200451391791357
A3171,Data Analytcis Course,81.0,3394.0,187.24,12.0,6.0,0.074,1227.0,,HYDERABAD,tablet,data analytics course,0.023865645256334708,2.311604938271605,55.16794342958162,0.07407407407407407,6.5530869472334965
A3172,Data Analytcis Course,189.0,5117.0,197.9,20.0,8.0,0.042,1710.0,,HYDERABAD,mobile,analytics for data,0.036935704514363885,1.047089947089947,38.6750048856752,0.042328042328042326,8.640727640222334
A3173,Data Analytcis Course,128.0,3861.0,232.11,30.0,10.0,,1636.0,,HYDERABAD,tablet,data analytics course,0.033152033152033154,1.813359375,60.11655011655012,0.078125,7.048382232562147
A3174,Data Analytcis Course,182.0,3303.0,238.4,17.0,4.0,0.022,1695.0,2024-11-05,HYDERABAD,desktop,data analitics online,0.05510142294883439,1.30989010989011,72.17680896155011,0.02197802197802198,7.10989932885906
A3175,Data Analytcis Course,124.0,4192.0,184.42,12.0,6.0,0.048,,,HYDERABAD,tablet,data analytics course,0.029580152671755726,1.4872580645161289,43.993320610687014,0.04838709677419355,
A3176,Data Analytcis Course,137.0,3720.0,237.22,24.0,5.0,0.036,1811.0,,HYDERABAD,mobile,online data analytic,0.03682795698924731,1.7315328467153284,63.76881720430108,0.0364963503649635,7.634263552820167
A3177,Data Analytcis Course,106.0,5789.0,183.62,19.0,3.0,0.028,1838.0,,HYDERABAD,desktop,data analitics online,0.018310589048194853,1.7322641509433963,31.71877699084471,0.02830188679245283,10.009802853719638
A3178,Data Analytcis Course,102.0,5113.0,206.65,27.0,6.0,0.059,1466.0,2024-11-19,HYDERABAD,mobile,data analytics course,0.01994914922745942,2.0259803921568627,40.416585175044005,0.058823529411764705,7.094120493588193
A3179,Data Analytcis Course,155.0,3234.0,204.47,12.0,4.0,0.026,1401.0,,HYDERABAD,desktop,learn data analytics,0.0479282622139765,1.3191612903225807,63.22510822510822,0.025806451612903226,6.851860908690761
A3180,Data Analytcis Course,85.0,3088.0,234.24,24.0,4.0,0.047,1210.0,2024-11-07,HYDERABAD,tablet,analytics for data,0.027525906735751296,2.755764705882353,75.85492227979275,0.047058823529411764,5.165642076502732
